"season","opp","quarter","result","top","plays","yards"
"2004","Miami","3","FUMB",83,3,7
"2004","Miami","3","PUNT",100,3,-11
"2004","Miami","3","PUNT",98,3,0
"2004","Miami","3","PUNT",151,6,50
"2004","Miami","4","TD",9,1,39
"2004","Miami","4","PUNT",127,4,32
"2004","Miami","4","PUNT",248,9,13
"2004","Miami","4","HALF",57,2,-17
"2004","Auburn","1","INT",140,3,-13
"2004","Auburn","1","PUNT",189,8,24
"2004","Auburn","2","DOWNS",186,9,75
"2004","Auburn","2","PUNT",85,7,39
"2004","Auburn","3","PUNT",230,5,5
"2004","Auburn","3","PUNT",103,3,8
"2004","Auburn","3","FGA",228,9,26
"2004","Auburn","4","TD",100,6,72
"2004","Auburn","4","INT",90,4,35
"2004","Auburn","4","TD",12,1,80
"2005","NC State","1","TD",206,9,80
"2005","NC State","1","PUNT",65,3,12
"2005","NC State","2","PUNT",105,3,0
"2005","NC State","2","PUNT",106,3,2
"2005","NC State","2","FG",137,5,31
"2005","NC State","3","FG",466,17,88
"2005","NC State","3","PUNT",50,3,1
"2005","NC State","4","TD",52,3,20
"2005","NC State","4","PUNT",450,15,44
"2005","NC State","4","HALF",0,0,0
"2005","Duke","1","TD",223,7,57
"2005","Duke","1","PUNT",123,4,-10
"2005","Duke","1","TD",0,0,0
"2005","Duke","2","INT",70,5,30
"2005","Duke","2","TD",116,5,69
"2005","Duke","2","PUNT",120,4,10
"2005","Duke","3","TD",116,4,52
"2005","Duke","3","TD",278,11,53
"2005","Duke","4","PUNT",213,6,13
"2005","Duke","4","FG",118,4,-1
"2005","Duke","4","TD",87,5,34
"2005","Duke","4","HALF",155,4,9
"2005","Ohio","1","DOWNS",343,12,47
"2005","Ohio","2","PUNT",202,7,20
"2005","Ohio","2","TD",83,3,8
"2005","Ohio","2","PUNT",94,3,-6
"2005","Ohio","2","TD",60,3,32
"2005","Ohio","3","PUNT",94,3,4
"2005","Ohio","3","TD",176,8,66
"2005","Ohio","3","TD",281,12,81
"2005","Ohio","4","TD",126,4,56
"2005","Ohio","4","TD",186,8,96
"2005","Ohio","4","PUNT",177,5,21
"2005","Georgia Tech","1","TD",115,4,50
"2005","Georgia Tech","1","TD",0,0,0
"2005","Georgia Tech","1","PUNT",99,3,8
"2005","Georgia Tech","2","FG",164,6,8
"2005","Georgia Tech","2","PUNT",53,3,1
"2005","Georgia Tech","2","TD",109,6,66
"2005","Georgia Tech","2","PUNT",65,3,3
"2005","Georgia Tech","3","TD",188,6,75
"2005","Georgia Tech","3","PUNT",137,3,-4
"2005","Georgia Tech","3","FG",205,7,30
"2005","Georgia Tech","3","TD",0,0,0
"2005","Georgia Tech","3","TD",0,0,0
"2005","Georgia Tech","4","FG",260,8,52
"2005","Georgia Tech","4","PUNT",88,3,-5
"2005","Georgia Tech","4","DOWNS",85,4,7
"2005","Georgia Tech","4","DOWNS",94,6,3
"2005","Georgia Tech","4","HALF",66,2,-4
"2005","West Virginia","1","TD",176,5,24
"2005","West Virginia","1","FG",268,9,50
"2005","West Virginia","2","TD",218,8,68
"2005","West Virginia","2","PUNT",107,3,6
"2005","West Virginia","2","TD",99,4,30
"2005","West Virginia","2","HALF",10,1,0
"2005","West Virginia","3","FG",329,13,53
"2005","West Virginia","3","TD",331,10,80
"2005","West Virginia","4","PUNT",222,5,11
"2005","West Virginia","4","HALF",353,11,52
"2005","Marshall","1","TD",157,6,64
"2005","Marshall","2","INT",130,6,18
"2005","Marshall","2","TD",283,11,80
"2005","Marshall","2","HALF",28,1,-6
"2005","Marshall","3","FG",189,8,78
"2005","Marshall","3","TD",0,0,0
"2005","Marshall","3","TD",78,3,78
"2005","Marshall","3","FG",328,12,55
"2005","Marshall","4","TD",104,6,35
"2005","Marshall","4","PUNT",144,5,21
"2005","Marshall","4","HALF",19,1,-2
"2005","Maryland","1","PUNT",162,6,33
"2005","Maryland","1","TD",257,10,80
"2005","Maryland","2","FUMB",78,5,54
"2005","Maryland","2","FGA",180,10,72
"2005","Maryland","3","TD",205,8,81
"2005","Maryland","3","INT",55,2,-1
"2005","Maryland","3","INT",138,4,24
"2005","Maryland","3","INT",52,3,7
"2005","Maryland","3","TD",309,10,99
"2005","Maryland","4","TD",169,7,37
"2005","Maryland","4","HALF",136,4,22
"2005","Boston College","1","FG",261,11,64
"2005","Boston College","1","PUNT",152,5,16
"2005","Boston College","2","TD",286,11,65
"2005","Boston College","2","TD",244,11,69
"2005","Boston College","3","PUNT",109,3,4
"2005","Boston College","3","FUMB",455,14,76
"2005","Boston College","3","FG",203,8,32
"2005","Boston College","4","FGA",190,7,62
"2005","Boston College","4","PUNT",226,6,19
"2005","Boston College","4","TD",0,0,0
"2005","Boston College","4","PUNT",108,3,-6
"2005","Miami","1","FUMB",52,3,-13
"2005","Miami","1","PUNT",333,11,30
"2005","Miami","2","PUNT",109,5,18
"2005","Miami","2","INT",57,2,8
"2005","Miami","2","PUNT",89,3,9
"2005","Miami","3","FUMB",232,7,37
"2005","Miami","3","FUMB",99,3,-11
"2005","Miami","3","FUMB",55,2,-3
"2005","Miami","3","INT",82,4,31
"2005","Miami","4","TD",242,9,47
"2005","Miami","4","DOWNS",70,4,-2
"2005","Virginia","1","PUNT",129,3,-1
"2005","Virginia","1","TD",300,11,78
"2005","Virginia","1","FG",437,15,62
"2005","Virginia","2","PUNT",112,3,9
"2005","Virginia","2","TD",5,1,1
"2005","Virginia","2","TD",175,6,62
"2005","Virginia","3","TD",208,9,80
"2005","Virginia","3","TD",155,6,32
"2005","Virginia","3","TD",125,5,24
"2005","Virginia","3","TD",103,4,64
"2005","Virginia","4","INT",45,2,1
"2005","Virginia","4","HALF",509,12,71
"2005","North Carolina","1","FUMB",187,7,37
"2005","North Carolina","2","TD",262,9,73
"2005","North Carolina","2","PUNT",155,5,0
"2005","North Carolina","2","PUNT",106,5,6
"2005","North Carolina","2","INT",18,2,0
"2005","North Carolina","2","HALF",1,1,-1
"2005","North Carolina","3","TD",128,6,45
"2005","North Carolina","3","TD",226,8,60
"2005","North Carolina","3","TD",99,5,21
"2005","North Carolina","4","FG",209,7,34
"2005","North Carolina","4","HALF",312,8,39
"2005","Florida State","1","FG",371,13,52
"2005","Florida State","2","PUNT",106,3,1
"2005","Florida State","2","PUNT",229,6,20
"2005","Florida State","2","DOWNS",178,9,33
"2005","Florida State","3","PUNT",66,3,3
"2005","Florida State","3","INT",125,3,-1
"2005","Florida State","3","PUNT",64,3,0
"2005","Florida State","3","PUNT",87,4,15
"2005","Florida State","3","FUMB",128,6,23
"2005","Florida State","3","TD",116,9,74
"2005","Florida State","4","TD",55,4,78
"2005","Florida State","4","PUNT",118,3,-11
"2005","Florida State","4","TD",209,13,93
"2005","Louisville","1","PUNT",173,6,12
"2005","Louisville","2","PUNT",149,6,32
"2005","Louisville","2","PUNT",75,3,-16
"2005","Louisville","2","TD",160,5,54
"2005","Louisville","2","HALF",145,5,9
"2005","Louisville","3","PUNT",145,3,9
"2005","Louisville","3","FG",494,16,88
"2005","Louisville","3","PUNT",121,3,7
"2005","Louisville","4","TD",27,2,78
"2005","Louisville","4","TD",205,5,53
"2005","Louisville","4","TD",0,0,0
"2005","Louisville","4","PUNT",73,3,2
"2005","Louisville","4","HALF",104,3,13
"2006","Northeastern","1","TD",17,1,54
"2006","Northeastern","1","TD",105,4,12
"2006","Northeastern","2","PUNT",162,3,-10
"2006","Northeastern","2","INT",89,4,11
"2006","Northeastern","2","TD",134,5,97
"2006","Northeastern","3","DOWNS",258,10,43
"2006","Northeastern","3","TD",155,7,63
"2006","Northeastern","3","FG",245,12,58
"2006","Northeastern","4","FGA",163,6,32
"2006","Northeastern","4","HALF",22,0,0
"2006","North Carolina","1","FUMB",118,3,7
"2006","North Carolina","1","PUNT",223,8,28
"2006","North Carolina","1","TD",17,1,1
"2006","North Carolina","2","FUMB",88,3,8
"2006","North Carolina","2","PUNT",128,3,0
"2006","North Carolina","2","TD",59,2,1
"2006","North Carolina","3","PUNT",144,5,20
"2006","North Carolina","3","TD",204,8,55
"2006","North Carolina","3","PUNT",237,5,17
"2006","North Carolina","4","PUNT",118,3,2
"2006","North Carolina","4","TD",0,0,0
"2006","North Carolina","4","TD",63,2,42
"2006","North Carolina","4","HALF",0,0,0
"2006","Duke","1","INT",132,6,34
"2006","Duke","1","PUNT",81,3,4
"2006","Duke","1","TD",0,0,0
"2006","Duke","2","FG",144,7,37
"2006","Duke","2","TD",285,9,87
"2006","Duke","2","HALF",31,4,42
"2006","Duke","3","PUNT",129,3,9
"2006","Duke","3","TD",52,3,22
"2006","Duke","3","TD",434,15,84
"2006","Duke","4","HALF",145,7,26
"2006","Cincinnati","1","FG",225,10,44
"2006","Cincinnati","2","PUNT",117,3,-4
"2006","Cincinnati","2","PUNT",147,4,7
"2006","Cincinnati","2","INT",21,2,0
"2006","Cincinnati","2","HALF",58,2,8
"2006","Cincinnati","3","TD",96,5,70
"2006","Cincinnati","3","FG",288,12,70
"2006","Cincinnati","4","TD",232,8,74
"2006","Cincinnati","4","FUMB",62,4,14
"2006","Cincinnati","4","TD",0,0,0
"2006","Cincinnati","4","HALF",41,1,-1
"2006","Georgia Tech","1","PUNT",120,3,-2
"2006","Georgia Tech","1","TD",232,8,80
"2006","Georgia Tech","2","PUNT",134,6,22
"2006","Georgia Tech","2","FG",114,4,4
"2006","Georgia Tech","2","FG",166,9,51
"2006","Georgia Tech","2","HALF",3,0,0
"2006","Georgia Tech","3","FUMB",91,4,18
"2006","Georgia Tech","3","FUMB",83,3,5
"2006","Georgia Tech","3","PUNT",75,3,5
"2006","Georgia Tech","3","PUNT",85,3,1
"2006","Georgia Tech","3","TD",382,16,76
"2006","Georgia Tech","4","TD",106,9,80
"2006","Georgia Tech","4","HALF",100,11,56
"2006","Boston College","1","PUNT",119,3,-1
"2006","Boston College","1","FUMB",149,5,22
"2006","Boston College","1","DOWNS",248,9,50
"2006","Boston College","2","INT",13,1,0
"2006","Boston College","2","FG",270,14,51
"2006","Boston College","3","INT",81,4,23
"2006","Boston College","3","FUMB",120,3,-13
"2006","Boston College","3","PUNT",157,5,17
"2006","Boston College","3","PUNT",178,6,-5
"2006","Boston College","4","PUNT",73,5,12
"2006","Boston College","4","SAF",97,4,-18
"2006","Southern Miss","1","INT",99,3,9
"2006","Southern Miss","1","FG",169,10,44
"2006","Southern Miss","2","PUNT",157,3,3
"2006","Southern Miss","2","TD",27,1,38
"2006","Southern Miss","2","PUNT",124,4,17
"2006","Southern Miss","3","PUNT",159,3,9
"2006","Southern Miss","3","FG",291,11,53
"2006","Southern Miss","3","PUNT",52,3,9
"2006","Southern Miss","4","TD",18,1,70
"2006","Southern Miss","4","PUNT",125,3,2
"2006","Southern Miss","4","TD",193,9,48
"2006","Clemson","1","TD",306,12,84
"2006","Clemson","2","FG",190,10,29
"2006","Clemson","2","PUNT",213,7,21
"2006","Clemson","2","FUMB",43,3,-15
"2006","Clemson","2","PUNT",131,5,16
"2006","Clemson","3","PUNT",112,3,6
"2006","Clemson","3","TD",159,5,35
"2006","Clemson","3","PUNT",103,3,1
"2006","Clemson","3","TD",91,6,79
"2006","Clemson","4","PUNT",131,3,9
"2006","Clemson","4","PUNT",148,3,5
"2006","Clemson","4","PUNT",254,6,10
"2006","Clemson","4","DOWNS",169,5,23
"2006","Miami","1","PUNT",73,3,1
"2006","Miami","1","PUNT",104,3,-4
"2006","Miami","1","PUNT",158,5,17
"2006","Miami","2","FG",300,12,59
"2006","Miami","2","TD",74,3,36
"2006","Miami","2","HALF",29,1,-2
"2006","Miami","3","PUNT",219,7,34
"2006","Miami","3","PUNT",144,3,5
"2006","Miami","3","PUNT",144,3,-7
"2006","Miami","4","PUNT",109,3,4
"2006","Miami","4","INT",64,3,-6
"2006","Miami","4","TD",114,5,26
"2006","Miami","4","DOWNS",79,4,-13
"2006","Kent State","1","PUNT",155,6,22
"2006","Kent State","1","FG",190,7,18
"2006","Kent State","1","PUNT",81,3,-8
"2006","Kent State","2","PUNT",176,5,18
"2006","Kent State","2","FG",219,10,27
"2006","Kent State","2","DOWNS",86,4,8
"2006","Kent State","3","TD",149,6,65
"2006","Kent State","3","FUMB",0,0,0
"2006","Kent State","3","FG",349,13,73
"2006","Kent State","4","TD",0,0,0
"2006","Kent State","4","PUNT",163,3,-3
"2006","Wake Forest","1","PUNT",181,7,19
"2006","Wake Forest","1","PUNT",145,5,12
"2006","Wake Forest","2","INT",47,3,31
"2006","Wake Forest","2","PUNT",187,6,19
"2006","Wake Forest","2","PUNT",110,3,4
"2006","Wake Forest","2","HALF",41,1,1
"2006","Wake Forest","3","TD",182,5,66
"2006","Wake Forest","3","FG",138,6,17
"2006","Wake Forest","3","TD",0,0,0
"2006","Wake Forest","4","PUNT",274,7,29
"2006","Wake Forest","4","FG",264,7,42
"2006","Wake Forest","4","HALF",163,4,22
"2006","Virginia","1","INT",105,3,6
"2006","Virginia","1","PUNT",158,6,27
"2006","Virginia","1","PUNT",249,6,19
"2006","Virginia","2","PUNT",230,6,20
"2006","Virginia","2","TD",108,4,12
"2006","Virginia","3","FG",336,12,74
"2006","Virginia","3","TD",366,9,91
"2006","Virginia","4","PUNT",112,3,6
"2006","Virginia","4","FGA",191,6,26
"2006","Virginia","4","DOWNS",241,7,25
"2006","Georgia","1","PUNT",274,6,16
"2006","Georgia","1","PUNT",121,3,2
"2006","Georgia","1","TD",123,5,17
"2006","Georgia","2","TD",313,8,30
"2006","Georgia","2","TD",19,1,53
"2006","Georgia","2","HALF",121,3,3
"2006","Georgia","3","PUNT",147,3,8
"2006","Georgia","3","INT",166,5,34
"2006","Georgia","4","FUMB",43,1,-9
"2006","Georgia","4","INT",86,3,0
"2006","Georgia","4","INT",75,3,30
"2006","Georgia","4","FG",115,6,16
"2006","Georgia","4","DOWNS",80,4,-5
"2007","East Carolina","1","FG",364,14,82
"2007","East Carolina","1","FUMB",31,2,22
"2007","East Carolina","2","PUNT",202,5,15
"2007","East Carolina","2","PUNT",64,3,6
"2007","East Carolina","2","PUNT",72,4,10
"2007","East Carolina","2","TD",0,0,0
"2007","East Carolina","3","FUMB",186,7,34
"2007","East Carolina","3","PUNT",94,3,4
"2007","East Carolina","3","PUNT",64,3,-1
"2007","East Carolina","3","TD",182,7,48
"2007","East Carolina","4","PUNT",289,11,49
"2007","East Carolina","4","HALF",151,5,2
"2007","LSU","1","PUNT",97,3,7
"2007","LSU","1","INT",52,3,8
"2007","LSU","2","PUNT",159,5,5
"2007","LSU","2","PUNT",135,5,9
"2007","LSU","2","PUNT",121,6,14
"2007","LSU","2","HALF",37,1,6
"2007","LSU","3","PUNT",97,3,0
"2007","LSU","3","TD",222,8,65
"2007","LSU","3","PUNT",161,4,19
"2007","LSU","4","PUNT",96,5,5
"2007","LSU","4","DOWNS",184,11,27
"2007","Ohio","1","FUMB",24,3,62
"2007","Ohio","1","PUNT",62,3,1
"2007","Ohio","1","FUMB",0,0,0
"2007","Ohio","2","DOWNS",135,7,53
"2007","Ohio","2","TD",205,10,68
"2007","Ohio","2","PUNT",143,8,49
"2007","Ohio","3","PUNT",145,7,43
"2007","Ohio","3","PUNT",66,3,-6
"2007","Ohio","3","TD",225,9,54
"2007","Ohio","3","PUNT",117,3,9
"2007","Ohio","4","TD",217,7,42
"2007","Ohio","4","TD",61,3,39
"2007","Ohio","4","PUNT",96,3,7
"2007","Ohio","4","HALF",126,4,22
"2007","William & Mary","1","FG",125,6,29
"2007","William & Mary","1","TD",58,3,5
"2007","William & Mary","1","TD",0,0,0
"2007","William & Mary","1","TD",155,9,58
"2007","William & Mary","2","TD",0,0,0
"2007","William & Mary","2","PUNT",73,4,18
"2007","William & Mary","2","PUNT",142,3,-2
"2007","William & Mary","2","PUNT",99,3,-8
"2007","William & Mary","2","TD",10,1,34
"2007","William & Mary","2","HALF",46,2,5
"2007","William & Mary","3","PUNT",169,5,9
"2007","William & Mary","3","FG",93,4,6
"2007","William & Mary","3","PUNT",91,4,23
"2007","William & Mary","3","PUNT",113,3,-10
"2007","William & Mary","4","PUNT",171,5,-10
"2007","William & Mary","4","PUNT",181,6,31
"2007","William & Mary","4","HALF",158,4,10
"2007","North Carolina","1","PUNT",131,4,19
"2007","North Carolina","1","INT",279,9,28
"2007","North Carolina","2","PUNT",214,6,5
"2007","North Carolina","2","PUNT",65,5,23
"2007","North Carolina","2","HALF",21,1,-1
"2007","North Carolina","3","FG",96,4,7
"2007","North Carolina","3","PUNT",187,7,30
"2007","North Carolina","3","TD",55,3,12
"2007","North Carolina","3","PUNT",48,3,7
"2007","North Carolina","4","PUNT",111,3,2
"2007","North Carolina","4","PUNT",84,3,6
"2007","North Carolina","4","HALF",46,2,8
"2007","Clemson","1","PUNT",100,3,5
"2007","Clemson","1","FG",171,6,28
"2007","Clemson","1","TD",0,0,0
"2007","Clemson","1","PUNT",71,3,2
"2007","Clemson","1","PUNT",122,4,10
"2007","Clemson","2","PUNT",72,3,1
"2007","Clemson","2","TD",0,0,0
"2007","Clemson","2","SAF",74,3,-2
"2007","Clemson","2","TD",52,5,49
"2007","Clemson","2","HALF",7,0,0
"2007","Clemson","3","PUNT",229,6,21
"2007","Clemson","3","PUNT",91,3,4
"2007","Clemson","3","PUNT",78,3,0
"2007","Clemson","4","PUNT",136,3,-2
"2007","Clemson","4","FG",197,7,58
"2007","Clemson","4","TD",219,8,42
"2007","Duke","1","FG",79,5,17
"2007","Duke","1","TD",69,3,23
"2007","Duke","1","FGA",141,7,44
"2007","Duke","2","TD",146,7,76
"2007","Duke","2","TD",78,4,48
"2007","Duke","2","TD",10,1,2
"2007","Duke","2","DOWNS",139,4,8
"2007","Duke","2","PUNT",104,5,16
"2007","Duke","3","FG",215,8,53
"2007","Duke","3","PUNT",79,3,4
"2007","Duke","3","TD",192,8,80
"2007","Duke","4","INT",7,1,0
"2007","Duke","4","FUMB",4,1,7
"2007","Duke","4","PUNT",141,3,-2
"2007","Duke","4","PUNT",96,4,15
"2007","Duke","4","HALF",38,1,-1
"2007","Boston College","1","PUNT",167,6,21
"2007","Boston College","1","PUNT",56,3,5
"2007","Boston College","1","TD",433,16,91
"2007","Boston College","2","PUNT",123,3,1
"2007","Boston College","2","FUMB",4,1,0
"2007","Boston College","2","HALF",125,3,25
"2007","Boston College","3","PUNT",54,3,-2
"2007","Boston College","3","PUNT",81,3,9
"2007","Boston College","3","FG",194,5,55
"2007","Boston College","3","PUNT",174,7,28
"2007","Boston College","4","PUNT",284,8,18
"2007","Boston College","4","PUNT",105,3,2
"2007","Boston College","4","HALF",11,3,14
"2007","Georgia Tech","1","FG",460,16,64
"2007","Georgia Tech","1","TD",154,6,59
"2007","Georgia Tech","2","PUNT",274,9,20
"2007","Georgia Tech","2","TD",6,1,40
"2007","Georgia Tech","2","FGA",211,12,46
"2007","Georgia Tech","3","PUNT",75,3,9
"2007","Georgia Tech","3","PUNT",52,3,-25
"2007","Georgia Tech","3","PUNT",98,3,4
"2007","Georgia Tech","3","TD",140,6,77
"2007","Georgia Tech","3","FUMB",8,1,23
"2007","Georgia Tech","3","FG",194,6,45
"2007","Georgia Tech","4","PUNT",79,3,9
"2007","Georgia Tech","4","PUNT",112,3,6
"2007","Georgia Tech","4","HALF",290,7,78
"2007","Florida State","1","TD",87,3,66
"2007","Florida State","1","FGA",158,7,23
"2007","Florida State","1","TD",201,8,45
"2007","Florida State","2","TD",181,7,88
"2007","Florida State","2","PUNT",99,5,31
"2007","Florida State","2","HALF",104,3,-1
"2007","Florida State","3","PUNT",70,3,5
"2007","Florida State","3","INT",114,3,0
"2007","Florida State","3","PUNT",112,3,1
"2007","Florida State","3","PUNT",112,4,15
"2007","Florida State","3","PUNT",88,3,9
"2007","Florida State","4","TD",138,6,53
"2007","Florida State","4","FG",231,7,23
"2007","Florida State","4","TD",0,0,0
"2007","Florida State","4","DOWNS",133,5,13
"2007","Florida State","4","HALF",161,5,9
"2007","Miami","1","TD",203,9,57
"2007","Miami","1","FG",194,9,34
"2007","Miami","2","PUNT",85,3,-4
"2007","Miami","2","PUNT",68,3,1
"2007","Miami","2","HALF",21,2,-1
"2007","Miami","3","FG",272,12,60
"2007","Miami","3","TD",160,6,68
"2007","Miami","3","FG",91,4,1
"2007","Miami","4","TD",115,5,65
"2007","Miami","4","PUNT",167,3,1
"2007","Miami","4","TD",81,3,9
"2007","Miami","4","HALF",165,5,11
"2007","Virginia","1","FG",323,12,65
"2007","Virginia","1","FG",123,5,60
"2007","Virginia","2","INT",187,6,33
"2007","Virginia","2","PUNT",64,3,5
"2007","Virginia","2","PUNT",74,3,-4
"2007","Virginia","2","TD",28,3,65
"2007","Virginia","2","HALF",12,1,0
"2007","Virginia","3","PUNT",107,5,26
"2007","Virginia","3","FG",196,7,15
"2007","Virginia","3","FUMB",41,2,-6
"2007","Virginia","3","PUNT",109,3,-4
"2007","Virginia","4","TD",180,8,68
"2007","Virginia","4","FG",294,8,58
"2007","Virginia","4","HALF",120,6,18
"2007","Boston College","1","FUMB",134,7,22
"2007","Boston College","1","PUNT",63,3,-1
"2007","Boston College","2","TD",176,8,77
"2007","Boston College","2","INT",8,1,0
"2007","Boston College","2","TD",97,10,80
"2007","Boston College","3","PUNT",268,9,26
"2007","Boston College","3","PUNT",100,3,-12
"2007","Boston College","3","PUNT",149,6,4
"2007","Boston College","3","PUNT",203,8,21
"2007","Boston College","4","TD",204,8,84
"2007","Boston College","4","PUNT",102,3,8
"2007","Boston College","4","TD",0,0,0
"2007","Kansas","1","INT",89,5,24
"2007","Kansas","1","FGA",177,7,24
"2007","Kansas","1","INT",93,3,5
"2007","Kansas","2","PUNT",100,3,8
"2007","Kansas","2","TD",339,13,68
"2007","Kansas","3","TD",0,0,0
"2007","Kansas","3","FGA",183,6,74
"2007","Kansas","3","PUNT",162,5,22
"2007","Kansas","3","PUNT",110,6,28
"2007","Kansas","4","INT",55,3,2
"2007","Kansas","4","PUNT",116,3,0
"2007","Kansas","4","TD",171,15,78
"2008","East Carolina","1","DOWNS",406,11,51
"2008","East Carolina","2","PUNT",95,3,-1
"2008","East Carolina","2","TD",32,0,0
"2008","East Carolina","2","TD",173,6,25
"2008","East Carolina","2","INT",58,3,-6
"2008","East Carolina","2","HALF",76,6,27
"2008","East Carolina","3","FGA",288,9,34
"2008","East Carolina","3","TD",73,3,68
"2008","East Carolina","4","PUNT",157,6,16
"2008","East Carolina","4","PUNT",104,4,12
"2008","East Carolina","4","DOWNS",46,4,3
"2008","East Carolina","4","HALF",0,0,0
"2008","Furman","1","PUNT",89,3,-8
"2008","Furman","1","PUNT",115,3,-7
"2008","Furman","2","PUNT",178,5,7
"2008","Furman","2","INT",82,3,20
"2008","Furman","2","FG",364,13,74
"2008","Furman","3","TD",175,6,64
"2008","Furman","3","TD",79,3,31
"2008","Furman","3","TD",43,2,9
"2008","Furman","3","PUNT",139,3,7
"2008","Furman","4","PUNT",232,6,33
"2008","Furman","4","PUNT",91,3,6
"2008","Furman","4","HALF",74,2,8
"2008","Georgia Tech","1","TD",394,13,80
"2008","Georgia Tech","2","PUNT",105,3,-5
"2008","Georgia Tech","2","PUNT",119,5,13
"2008","Georgia Tech","2","TD",60,7,43
"2008","Georgia Tech","3","PUNT",170,4,2
"2008","Georgia Tech","3","PUNT",95,3,9
"2008","Georgia Tech","3","FG",338,11,50
"2008","Georgia Tech","4","FG",291,11,76
"2008","Georgia Tech","4","PUNT",110,3,2
"2008","North Carolina","1","PUNT",115,3,-14
"2008","North Carolina","1","PUNT",101,3,5
"2008","North Carolina","2","PUNT",207,6,39
"2008","North Carolina","2","FG",115,4,6
"2008","North Carolina","2","PUNT",70,3,7
"2008","North Carolina","2","HALF",62,3,6
"2008","North Carolina","3","INT",115,4,25
"2008","North Carolina","3","PUNT",120,3,7
"2008","North Carolina","3","TD",335,13,89
"2008","North Carolina","3","TD",113,5,30
"2008","North Carolina","4","FG",122,4,16
"2008","North Carolina","4","PUNT",263,7,59
"2008","North Carolina","4","HALF",77,3,-1
"2008","Nebraska","1","PUNT",100,3,-2
"2008","Nebraska","1","TD",76,3,5
"2008","Nebraska","1","FG",232,10,54
"2008","Nebraska","2","FG",210,9,54
"2008","Nebraska","2","FG",261,9,66
"2008","Nebraska","3","FG",275,9,61
"2008","Nebraska","3","TD",70,3,33
"2008","Nebraska","3","PUNT",87,3,1
"2008","Nebraska","4","PUNT",210,5,27
"2008","Nebraska","4","TD",324,11,80
"2008","Nebraska","4","PUNT",66,3,3
"2008","Nebraska","4","HALF",5,1,-2
"2008","Western Kentucky","1","TD",179,7,66
"2008","Western Kentucky","2","FUMB",262,10,61
"2008","Western Kentucky","2","PUNT",129,3,3
"2008","Western Kentucky","2","TD",171,8,38
"2008","Western Kentucky","2","FG",7,2,0
"2008","Western Kentucky","3","TD",261,10,72
"2008","Western Kentucky","3","PUNT",235,6,20
"2008","Western Kentucky","4","PUNT",204,5,11
"2008","Western Kentucky","4","PUNT",131,3,-3
"2008","Western Kentucky","4","HALF",187,6,18
"2008","Boston College","1","FG",218,6,16
"2008","Boston College","1","PUNT",228,7,32
"2008","Boston College","2","PUNT",86,3,7
"2008","Boston College","2","PUNT",69,3,0
"2008","Boston College","2","FGA",202,9,56
"2008","Boston College","2","TD",0,0,0
"2008","Boston College","2","HALF",27,3,1
"2008","Boston College","3","PUNT",148,4,27
"2008","Boston College","3","INT",34,2,-10
"2008","Boston College","3","FG",282,12,43
"2008","Boston College","3","DOWNS",108,4,9
"2008","Boston College","4","FG",329,12,29
"2008","Boston College","4","DOWNS",54,4,9
"2008","Florida State","1","PUNT",110,3,1
"2008","Florida State","1","FG",159,4,6
"2008","Florida State","1","TD",213,7,64
"2008","Florida State","2","FUMB",31,3,13
"2008","Florida State","2","FGA",312,9,54
"2008","Florida State","2","FG",189,13,66
"2008","Florida State","3","PUNT",95,3,6
"2008","Florida State","3","PUNT",138,3,6
"2008","Florida State","3","FUMB",8,0,0
"2008","Florida State","4","TD",290,8,46
"2008","Florida State","4","PUNT",32,3,0
"2008","Maryland","1","TD",382,11,71
"2008","Maryland","2","PUNT",124,3,-9
"2008","Maryland","2","TD",264,8,80
"2008","Maryland","2","FG",150,11,47
"2008","Maryland","3","FG",124,4,5
"2008","Maryland","3","PUNT",126,4,49
"2008","Maryland","3","PUNT",92,4,25
"2008","Maryland","3","FUMB",0,0,0
"2008","Maryland","3","PUNT",193,5,20
"2008","Maryland","4","FG",358,11,33
"2008","Maryland","4","HALF",338,11,72
"2008","Miami","1","PUNT",103,3,8
"2008","Miami","1","PUNT",150,4,19
"2008","Miami","2","PUNT",204,5,13
"2008","Miami","2","TD",201,8,53
"2008","Miami","2","FGA",176,9,44
"2008","Miami","3","PUNT",144,3,-5
"2008","Miami","3","PUNT",142,3,-6
"2008","Miami","4","PUNT",95,3,1
"2008","Miami","4","TD",255,10,69
"2008","Miami","4","DOWNS",61,4,0
"2008","Duke","1","PUNT",110,3,6
"2008","Duke","1","FUMB",225,8,39
"2008","Duke","2","INT",75,3,12
"2008","Duke","2","FUMB",54,2,23
"2008","Duke","2","PUNT",68,3,6
"2008","Duke","2","INT",146,5,23
"2008","Duke","2","TD",144,11,86
"2008","Duke","3","PUNT",278,7,27
"2008","Duke","3","PUNT",83,3,9
"2008","Duke","4","PUNT",244,8,27
"2008","Duke","4","PUNT",260,7,23
"2008","Duke","4","PUNT",112,5,24
"2008","Duke","4","TD",0,0,0
"2008","Duke","4","HALF",35,1,-1
"2008","Virginia","1","FGA",472,14,63
"2008","Virginia","2","PUNT",71,3,0
"2008","Virginia","2","INT",166,14,59
"2008","Virginia","3","TD",120,5,85
"2008","Virginia","3","DOWNS",416,13,72
"2008","Virginia","3","PUNT",131,5,30
"2008","Virginia","4","FG",317,10,40
"2008","Virginia","4","PUNT",37,3,5
