"season","opp","quarter","result","top","plays","yards"
"2001","Western Michigan","3","TD",56,4,65
"2001","Western Michigan","3","FUMB",96,4,2
"2001","Western Michigan","4","FUMB",243,9,45
"2001","Western Michigan","4","PUNT",400,11,45
"2001","Rutgers","1","FUMB",75,3,13
"2001","Rutgers","1","TD",88,4,65
"2001","Rutgers","1","TD",150,5,52
"2001","Rutgers","1","TD",129,5,50
"2001","Rutgers","2","PUNT",125,3,-6
"2001","Rutgers","2","PUNT",92,3,2
"2001","Rutgers","2","FGA",267,10,45
"2001","Rutgers","2","HALF",19,1,-1
"2001","Rutgers","3","PUNT",160,6,14
"2001","Rutgers","3","FG",149,5,18
"2001","Rutgers","3","FG",202,8,28
"2001","Rutgers","3","TD",150,6,60
"2001","Rutgers","4","PUNT",150,6,21
"2001","Rutgers","4","FGA",275,10,51
"2001","Rutgers","4","TD",0,0,0
"2001","UCF","1","PUNT",226,8,52
"2001","UCF","1","PUNT",97,3,-1
"2001","UCF","1","FUMB",160,7,67
"2001","UCF","2","TD",67,3,23
"2001","UCF","2","FUMB",230,8,29
"2001","UCF","2","FG",57,4,-4
"2001","UCF","2","TD",85,3,15
"2001","UCF","2","HALF",5,0,0
"2001","UCF","3","FUMB",192,6,17
"2001","UCF","3","TD",184,10,58
"2001","UCF","3","FG",250,9,53
"2001","UCF","4","FG",248,10,69
"2001","UCF","4","TD",0,0,0
"2001","UCF","4","TD",0,0,0
"2001","UCF","4","PUNT",124,6,42
"2001","UCF","4","HALF",57,2,0
"2001","West Virginia","1","TD",134,7,56
"2001","West Virginia","1","TD",78,3,9
"2001","West Virginia","1","INT",80,3,11
"2001","West Virginia","2","INT",154,7,36
"2001","West Virginia","2","TD",7,1,44
"2001","West Virginia","2","PUNT",122,4,19
"2001","West Virginia","2","PUNT",174,5,-5
"2001","West Virginia","2","HALF",41,1,-3
"2001","West Virginia","3","PUNT",261,8,37
"2001","West Virginia","3","TD",102,4,46
"2001","West Virginia","3","PUNT",90,3,-3
"2001","West Virginia","3","TD",0,0,0
"2001","West Virginia","3","PUNT",172,7,20
"2001","West Virginia","3","DOWNS",233,8,40
"2001","West Virginia","4","PUNT",124,4,25
"2001","West Virginia","4","PUNT",250,9,28
"2001","West Virginia","4","HALF",4,1,0
"2001","Boston College","1","TD",86,5,54
"2001","Boston College","1","PUNT",65,3,7
"2001","Boston College","1","TD",0,0,0
"2001","Boston College","1","FG",411,15,79
"2001","Boston College","2","PUNT",241,6,10
"2001","Boston College","2","FGA",141,8,12
"2001","Boston College","2","HALF",17,1,-2
"2001","Boston College","3","FGA",211,7,60
"2001","Boston College","3","TD",117,4,49
"2001","Boston College","3","FG",116,4,-4
"2001","Boston College","3","PUNT",229,8,29
"2001","Boston College","4","INT",222,8,45
"2001","Boston College","4","PUNT",208,4,11
"2001","Boston College","4","INT",23,2,15
"2001","Boston College","4","HALF",9,1,-1
"2001","Syracuse","1","PUNT",119,5,18
"2001","Syracuse","1","FUMB",61,2,-3
"2001","Syracuse","1","PUNT",156,3,1
"2001","Syracuse","1","PUNT",108,6,37
"2001","Syracuse","2","PUNT",95,3,8
"2001","Syracuse","2","PUNT",122,3,0
"2001","Syracuse","2","FUMB",70,4,20
"2001","Syracuse","2","PUNT",51,4,19
"2001","Syracuse","2","HALF",4,0,0
"2001","Syracuse","3","TD",417,14,79
"2001","Syracuse","4","DOWNS",162,6,58
"2001","Syracuse","4","TD",156,11,65
"2001","Syracuse","4","SAF",7,2,-4
"2001","Pittsburgh","1","PUNT",108,3,2
"2001","Pittsburgh","1","PUNT",126,3,8
"2001","Pittsburgh","1","TD",0,0,0
"2001","Pittsburgh","2","PUNT",64,3,18
"2001","Pittsburgh","2","PUNT",164,5,4
"2001","Pittsburgh","2","FUMB",94,3,-4
"2001","Pittsburgh","2","INT",94,8,48
"2001","Pittsburgh","3","INT",310,9,22
"2001","Pittsburgh","3","DOWNS",166,7,8
"2001","Pittsburgh","3","PUNT",91,5,21
"2001","Pittsburgh","4","PUNT",25,3,0
"2001","Pittsburgh","4","PUNT",65,3,-2
"2001","Pittsburgh","4","DOWNS",110,4,8
"2001","Pittsburgh","4","FUMB",8,1,4
"2001","Pittsburgh","4","HALF",26,1,8
"2001","Temple","1","PUNT",261,9,18
"2001","Temple","1","TD",160,5,55
"2001","Temple","1","PUNT",184,5,25
"2001","Temple","2","TD",4,1,11
"2001","Temple","2","PUNT",130,3,9
"2001","Temple","2","PUNT",90,3,0
"2001","Temple","2","HALF",55,2,9
"2001","Temple","3","PUNT",92,3,9
"2001","Temple","3","TD",15,1,87
"2001","Temple","3","FGA",96,4,8
"2001","Temple","3","TD",176,6,45
"2001","Temple","3","PUNT",132,3,4
"2001","Temple","4","PUNT",99,3,2
"2001","Temple","4","TD",145,5,66
"2001","Temple","4","PUNT",64,3,2
"2001","Temple","4","PUNT",103,3,-4
"2001","Temple","4","HALF",0,0,0
"2001","Virginia","1","TD",68,2,18
"2001","Virginia","1","FG",130,6,12
"2001","Virginia","1","TD",189,6,92
"2001","Virginia","2","TD",59,3,63
"2001","Virginia","2","PUNT",123,3,9
"2001","Virginia","2","PUNT",113,4,-3
"2001","Virginia","2","TD",164,5,15
"2001","Virginia","2","FGA",150,10,58
"2001","Virginia","3","FUMB",112,4,14
"2001","Virginia","3","INT",7,1,0
"2001","Virginia","3","PUNT",157,5,13
"2001","Virginia","3","DOWNS",66,4,4
"2001","Virginia","3","PUNT",183,5,23
"2001","Virginia","4","PUNT",320,9,50
"2001","Virginia","4","DOWNS",137,8,30
"2001","Virginia","4","HALF",9,1,-2
"2001","Miami","1","FG",180,7,63
"2001","Miami","1","INT",134,5,11
"2001","Miami","2","PUNT",89,3,-2
"2001","Miami","2","PUNT",127,3,5
"2001","Miami","2","INT",50,2,3
"2001","Miami","2","PUNT",109,3,-1
"2001","Miami","2","HALF",16,1,5
"2001","Miami","3","INT",159,5,66
"2001","Miami","3","TD",104,4,19
"2001","Miami","3","PUNT",110,3,-3
"2001","Miami","3","FUMB",58,3,50
"2001","Miami","3","PUNT",85,4,11
"2001","Miami","4","TD",179,6,57
"2001","Miami","4","TD",0,0,0
"2001","Miami","4","INT",47,3,0
"2001","Miami","4","HALF",20,1,-3
"2001","Florida State","1","FUMB",166,6,26
"2001","Florida State","1","PUNT",64,3,1
"2001","Florida State","2","PUNT",174,6,14
"2001","Florida State","2","PUNT",67,3,1
"2001","Florida State","2","PUNT",128,5,5
"2001","Florida State","2","PUNT",56,3,-2
"2001","Florida State","3","TD",287,9,71
"2001","Florida State","3","PUNT",93,3,-7
"2001","Florida State","3","TD",49,2,55
"2001","Florida State","4","DOWNS",155,8,48
"2001","Florida State","4","PUNT",280,10,45
"2001","Florida State","4","INT",106,6,7
"2002","Arkansas State","1","TD",0,0,0
"2002","Arkansas State","1","TD",50,5,65
"2002","Arkansas State","1","TD",0,0,0
"2002","Arkansas State","1","TD",6,1,19
"2002","Arkansas State","1","TD",168,6,29
"2002","Arkansas State","2","TD",155,5,60
"2002","Arkansas State","2","FUMB",17,2,-16
"2002","Arkansas State","2","TD",0,0,0
"2002","Arkansas State","2","TD",107,4,51
"2002","Arkansas State","2","PUNT",130,3,9
"2002","Arkansas State","3","TD",244,9,72
"2002","Arkansas State","3","PUNT",137,3,9
"2002","Arkansas State","3","PUNT",240,7,28
"2002","Arkansas State","4","PUNT",237,7,2
"2002","Arkansas State","4","HALF",131,4,22
"2002","LSU","1","PUNT",204,5,19
"2002","LSU","1","PUNT",127,4,-8
"2002","LSU","1","TD",121,6,27
"2002","LSU","2","TD",86,4,29
"2002","LSU","2","PUNT",144,5,17
"2002","LSU","2","PUNT",372,11,35
"2002","LSU","3","FG",142,6,26
"2002","LSU","3","PUNT",145,3,6
"2002","LSU","3","PUNT",134,3,-1
"2002","LSU","3","TD",125,5,58
"2002","LSU","4","PUNT",152,3,9
"2002","LSU","4","PUNT",71,3,-3
"2002","LSU","4","FUMB",134,4,7
"2002","LSU","4","HALF",5,1,-1
"2002","Marshall","1","TD",258,9,90
"2002","Marshall","1","FG",154,8,30
"2002","Marshall","2","TD",81,3,22
"2002","Marshall","2","PUNT",141,6,16
"2002","Marshall","2","HALF",4,1,-1
"2002","Marshall","3","FGA",182,7,57
"2002","Marshall","3","TD",482,15,85
"2002","Marshall","3","TD",138,7,73
"2002","Marshall","4","TD",378,14,81
"2002","Marshall","4","TD",57,3,46
"2002","Marshall","4","HALF",6,1,-1
"2002","Texas A&M","1","FGA",387,13,75
"2002","Texas A&M","2","FUMB",72,3,17
"2002","Texas A&M","2","PUNT",138,4,19
"2002","Texas A&M","2","FG",194,6,31
"2002","Texas A&M","3","PUNT",105,4,21
"2002","Texas A&M","3","FG",120,4,3
"2002","Texas A&M","3","PUNT",116,3,-1
"2002","Texas A&M","3","TD",227,8,86
"2002","Texas A&M","4","FGA",122,4,2
"2002","Texas A&M","4","PUNT",122,3,-1
"2002","Texas A&M","4","PUNT",161,5,9
"2002","Texas A&M","4","PUNT",97,3,2
"2002","Western Michigan","1","INT",118,3,-3
"2002","Western Michigan","1","PUNT",179,5,20
"2002","Western Michigan","1","PUNT",134,3,0
"2002","Western Michigan","1","FG",113,4,9
"2002","Western Michigan","2","FGA",288,10,50
"2002","Western Michigan","2","TD",49,5,68
"2002","Western Michigan","2","TD",0,0,0
"2002","Western Michigan","3","TD",368,11,84
"2002","Western Michigan","3","PUNT",62,3,5
"2002","Western Michigan","3","INT",20,2,13
"2002","Western Michigan","4","TD",200,8,77
"2002","Western Michigan","4","PUNT",54,3,3
"2002","Western Michigan","4","PUNT",33,4,18
"2002","Western Michigan","4","",0,2,-2
"2002","Boston College","1","PUNT",132,3,5
"2002","Boston College","1","TD",429,14,75
"2002","Boston College","2","FGA",179,7,56
"2002","Boston College","2","PUNT",99,3,7
"2002","Boston College","2","HALF",63,2,7
"2002","Boston College","3","PUNT",121,3,-2
"2002","Boston College","3","TD",357,14,74
"2002","Boston College","4","PUNT",138,3,0
"2002","Boston College","4","TD",294,8,75
"2002","Boston College","4","PUNT",75,3,3
"2002","Boston College","4","HALF",49,2,-1
"2002","Rutgers","1","TD",88,5,36
"2002","Rutgers","1","TD",14,2,59
"2002","Rutgers","2","INT",202,6,6
"2002","Rutgers","2","PUNT",149,3,-7
"2002","Rutgers","2","TD",113,4,89
"2002","Rutgers","2","HALF",60,5,49
"2002","Rutgers","3","FUMB",46,2,8
"2002","Rutgers","3","PUNT",370,10,44
"2002","Rutgers","4","FUMB",128,4,29
"2002","Rutgers","4","FGA",182,6,56
"2002","Rutgers","4","TD",0,0,0
"2002","Rutgers","4","HALF",195,6,32
"2002","Temple","1","FUMB",18,1,1
"2002","Temple","1","INT",141,7,29
"2002","Temple","2","PUNT",113,3,6
"2002","Temple","2","FUMB",184,8,54
"2002","Temple","2","FG",333,11,24
"2002","Temple","3","PUNT",190,6,23
"2002","Temple","3","FGA",435,13,41
"2002","Temple","3","TD",9,2,41
"2002","Temple","4","FG",155,6,36
"2002","Temple","4","INT",241,8,27
"2002","Temple","4","HALF",108,3,11
"2002","Pittsburgh","1","PUNT",93,3,9
"2002","Pittsburgh","1","TD",3,1,3
"2002","Pittsburgh","1","TD",118,4,21
"2002","Pittsburgh","1","PUNT",129,3,8
"2002","Pittsburgh","2","INT",324,9,27
"2002","Pittsburgh","2","PUNT",175,4,37
"2002","Pittsburgh","2","DOWNS",91,8,31
"2002","Pittsburgh","3","TD",68,3,72
"2002","Pittsburgh","3","PUNT",162,4,-4
"2002","Pittsburgh","3","FUMB",142,5,26
"2002","Pittsburgh","3","FGA",225,9,29
"2002","Pittsburgh","4","PUNT",81,3,4
"2002","Pittsburgh","4","PUNT",133,3,-2
"2002","Pittsburgh","4","PUNT",32,3,0
"2002","Pittsburgh","4","HALF",37,4,34
"2002","Syracuse","1","TD",213,8,73
"2002","Syracuse","1","FUMB",0,0,-2
"2002","Syracuse","1","TD",11,1,75
"2002","Syracuse","2","INT",35,2,22
"2002","Syracuse","2","PUNT",94,3,7
"2002","Syracuse","2","INT",7,1,0
"2002","Syracuse","2","PUNT",95,3,-2
"2002","Syracuse","2","HALF",25,1,-1
"2002","Syracuse","3","PUNT",82,3,8
"2002","Syracuse","3","TD",35,3,90
"2002","Syracuse","3","PUNT",188,6,43
"2002","Syracuse","4","FUMB",180,7,55
"2002","Syracuse","4","TD",12,1,88
"2002","Syracuse","4","TD",72,3,95
"2002","Syracuse","4","PUNT",69,3,6
"2002","Syracuse","4","FGA",57,4,9
"2002","Syracuse","5","FGA",0,4,6
"2002","Syracuse","5","TD",0,5,25
"2002","Syracuse","5","INT",0,1,0
"2002","West Virginia","1","TD",158,6,72
"2002","West Virginia","1","PUNT",128,3,5
"2002","West Virginia","2","FUMB",216,7,41
"2002","West Virginia","2","FG",87,4,-2
"2002","West Virginia","2","PUNT",177,8,43
"2002","West Virginia","3","PUNT",303,11,43
"2002","West Virginia","3","TD",160,7,69
"2002","West Virginia","4","DOWNS",50,4,21
"2002","West Virginia","4","DOWNS",347,13,71
"2002","West Virginia","4","INT",138,10,39
"2002","Virginia","1","DOWNS",278,8,48
"2002","Virginia","1","PUNT",127,3,5
"2002","Virginia","2","TD",0,0,0
"2002","Virginia","2","TD",236,9,61
"2002","Virginia","2","FUMB",70,4,49
"2002","Virginia","3","PUNT",84,3,8
"2002","Virginia","3","FUMB",20,1,9
"2002","Virginia","3","PUNT",156,3,9
"2002","Virginia","3","PUNT",120,4,20
"2002","Virginia","3","PUNT",318,10,51
"2002","Virginia","4","TD",181,6,44
"2002","Virginia","4","HALF",210,7,37
"2002","Miami","1","FUMB",97,5,22
"2002","Miami","1","PUNT",126,3,6
"2002","Miami","1","TD",412,14,73
"2002","Miami","2","FUMB",58,2,9
"2002","Miami","2","TD",64,3,3
"2002","Miami","2","TD",172,15,80
"2002","Miami","3","FUMB",56,2,23
"2002","Miami","3","PUNT",100,3,-3
"2002","Miami","3","TD",0,0,0
"2002","Miami","3","FG",158,7,15
"2002","Miami","3","TD",5,1,9
"2002","Miami","4","PUNT",185,6,25
"2002","Miami","4","TD",161,9,93
"2002","Air Force","1","FGA",151,7,42
"2002","Air Force","1","TD",39,2,13
"2002","Air Force","1","DOWNS",193,8,27
"2002","Air Force","2","PUNT",199,5,18
"2002","Air Force","2","FG",219,9,46
"2002","Air Force","3","PUNT",249,7,23
"2002","Air Force","3","TD",165,8,60
"2002","Air Force","3","PUNT",132,3,-3
"2002","Air Force","4","FG",347,14,46
"2003","UCF","1","TD",232,9,62
"2003","UCF","1","TD",265,10,76
"2003","UCF","2","TD",151,7,80
"2003","UCF","2","PUNT",214,8,43
"2003","UCF","2","HALF",85,2,2
"2003","UCF","3","FGA",350,12,76
"2003","UCF","3","PUNT",100,3,-2
"2003","UCF","4","TD",159,7,67
"2003","UCF","4","TD",0,0,0
"2003","UCF","4","TD",269,11,80
"2003","UCF","4","FUMB",6,1,0
"2003","UCF","4","HALF",29,1,-1
"2003","James Madison","1","FUMB",295,11,58
"2003","James Madison","2","FG",76,4,-8
"2003","James Madison","2","FG",82,4,8
"2003","James Madison","2","TD",175,9,73
"2003","James Madison","3","FUMB",14,1,3
"2003","James Madison","3","TD",301,12,90
"2003","James Madison","3","TD",6,1,10
"2003","James Madison","3","FG",151,7,13
"2003","James Madison","4","PUNT",392,12,55
"2003","James Madison","4","TD",267,9,75
"2003","Texas A&M","1","TD",320,10,70
"2003","Texas A&M","2","PUNT",63,3,8
"2003","Texas A&M","2","HALF",75,2,3
"2003","Texas A&M","3","TD",127,6,76
"2003","Texas A&M","3","PUNT",266,8,30
"2003","Texas A&M","3","INT",41,3,25
"2003","Texas A&M","3","FUMB",0,0,0
"2003","Texas A&M","4","TD",364,11,80
"2003","Texas A&M","4","TD",167,6,33
"2003","Texas A&M","4","PUNT",191,6,9
"2003","Connecticut","1","FG",133,6,20
"2003","Connecticut","1","TD",38,2,63
"2003","Connecticut","1","PUNT",168,5,17
"2003","Connecticut","2","PUNT",115,3,1
"2003","Connecticut","2","TD",0,0,0
"2003","Connecticut","2","PUNT",148,5,40
"2003","Connecticut","2","TD",11,2,42
"2003","Connecticut","2","FG",61,6,22
"2003","Connecticut","3","TD",0,0,0
"2003","Connecticut","3","TD",0,0,0
"2003","Connecticut","3","PUNT",153,6,36
"2003","Connecticut","3","PUNT",70,4,21
"2003","Connecticut","4","TD",36,2,72
"2003","Connecticut","4","HALF",91,3,13
"2003","Rutgers","1","TD",145,9,81
"2003","Rutgers","1","TD",50,2,53
"2003","Rutgers","1","TD",165,6,63
"2003","Rutgers","1","TD",134,5,58
"2003","Rutgers","2","INT",82,3,-12
"2003","Rutgers","2","PUNT",90,4,-12
"2003","Rutgers","2","FGA",238,9,42
"2003","Rutgers","2","TD",0,0,0
"2003","Rutgers","2","HALF",16,1,-5
"2003","Rutgers","3","TD",335,12,79
"2003","Rutgers","3","INT",79,3,37
"2003","Rutgers","4","INT",11,1,0
"2003","Rutgers","4","PUNT",209,6,21
"2003","Rutgers","4","PUNT",139,3,9
"2003","Rutgers","4","TD",116,4,46
"2003","Rutgers","4","PUNT",146,3,8
"2003","Syracuse","1","INT",161,5,12
"2003","Syracuse","1","TD",0,0,0
"2003","Syracuse","1","TD",0,0,0
"2003","Syracuse","1","PUNT",24,3,7
"2003","Syracuse","2","FG",180,5,13
"2003","Syracuse","2","FG",243,10,41
"2003","Syracuse","2","PUNT",129,5,19
"2003","Syracuse","2","HALF",8,1,3
"2003","Syracuse","3","FUMB",8,1,-1
"2003","Syracuse","3","TD",159,5,87
"2003","Syracuse","3","TD",143,6,77
"2003","Syracuse","3","TD",8,1,24
"2003","Syracuse","3","PUNT",114,6,25
"2003","Syracuse","4","FG",247,9,46
"2003","Syracuse","4","PUNT",147,3,-3
"2003","Syracuse","4","HALF",197,5,15
"2003","West Virginia","1","FUMB",98,4,16
"2003","West Virginia","1","PUNT",127,3,4
"2003","West Virginia","2","FGA",331,10,60
"2003","West Virginia","2","TD",0,0,18
"2003","West Virginia","2","HALF",35,3,6
"2003","West Virginia","3","PUNT",128,3,8
"2003","West Virginia","3","INT",81,3,-8
"2003","West Virginia","3","PUNT",116,3,7
"2003","West Virginia","3","INT",105,6,37
"2003","West Virginia","4","PUNT",125,4,10
"2003","West Virginia","4","PUNT",153,3,8
"2003","Miami","1","PUNT",54,3,6
"2003","Miami","1","PUNT",191,6,35
"2003","Miami","2","TD",0,0,0
"2003","Miami","2","PUNT",64,3,7
"2003","Miami","2","PUNT",135,4,13
"2003","Miami","2","FG",64,4,3
"2003","Miami","3","FUMB",81,4,22
"2003","Miami","3","TD",0,0,0
"2003","Miami","3","PUNT",130,3,5
"2003","Miami","3","TD",13,2,10
"2003","Miami","3","TD",161,5,59
"2003","Miami","4","PUNT",148,3,9
"2003","Miami","4","PUNT",82,3,-5
"2003","Miami","4","PUNT",177,3,-8
"2003","Pittsburgh","1","TD",82,4,49
"2003","Pittsburgh","1","FUMB",217,8,44
"2003","Pittsburgh","1","PUNT",99,3,9
"2003","Pittsburgh","2","PUNT",97,3,-6
"2003","Pittsburgh","2","TD",178,8,75
"2003","Pittsburgh","2","FUMB",7,1,4
"2003","Pittsburgh","2","INT",113,4,8
"2003","Pittsburgh","2","HALF",42,1,4
"2003","Pittsburgh","3","PUNT",288,9,49
"2003","Pittsburgh","3","TD",15,1,80
"2003","Pittsburgh","4","TD",13,2,59
"2003","Pittsburgh","4","PUNT",173,6,29
"2003","Pittsburgh","4","DOWNS",190,7,38
"2003","Pittsburgh","4","INT",17,1,0
"2003","Temple","1","PUNT",207,6,24
"2003","Temple","1","INT",356,11,69
"2003","Temple","2","PUNT",110,3,7
"2003","Temple","2","HALF",64,2,7
"2003","Temple","3","TD",258,10,63
"2003","Temple","3","PUNT",101,3,3
"2003","Temple","3","TD",282,10,85
"2003","Temple","4","PUNT",194,6,18
"2003","Temple","4","PUNT",57,3,5
"2003","Temple","4","INT",28,4,8
"2003","Temple","4","HALF",0,0,0
"2003","Temple","5","TD",0,2,25
"2003","Boston College","1","FG",237,8,75
"2003","Boston College","1","TD",89,5,75
"2003","Boston College","1","TD",219,10,67
"2003","Boston College","2","DOWNS",97,4,-11
"2003","Boston College","2","PUNT",194,6,31
"2003","Boston College","2","PUNT",56,4,-4
"2003","Boston College","2","HALF",38,2,0
"2003","Boston College","3","PUNT",125,3,8
"2003","Boston College","3","FG",21,4,0
"2003","Boston College","3","PUNT",63,3,-3
"2003","Boston College","3","PUNT",94,3,5
"2003","Boston College","4","DOWNS",268,10,28
"2003","Boston College","4","TD",62,3,68
"2003","Boston College","4","PUNT",82,3,3
"2003","Boston College","4","FUMB",0,0,0
"2003","Virginia","1","PUNT",172,7,31
"2003","Virginia","1","TD",112,4,23
"2003","Virginia","2","PUNT",130,3,6
"2003","Virginia","2","TD",176,6,62
"2003","Virginia","2","PUNT",227,9,57
"2003","Virginia","3","PUNT",192,5,18
"2003","Virginia","3","INT",98,4,25
"2003","Virginia","3","PUNT",108,4,-4
"2003","Virginia","4","TD",478,18,91
"2003","Virginia","4","INT",53,3,22
"2003","California","1","TD",139,5,57
"2003","California","1","TD",7,1,36
"2003","California","2","FGA",128,6,61
"2003","California","2","TD",234,8,80
"2003","California","2","FGA",30,6,45
"2003","California","3","FGA",124,7,49
"2003","California","3","PUNT",205,6,8
"2003","California","3","PUNT",89,3,-1
"2003","California","3","TD",133,8,80
"2003","California","4","TD",118,7,80
"2003","California","4","TD",0,0,0
"2004","Southern California","1","INT",141,7,46
"2004","Southern California","1","FG",257,9,62
"2004","Southern California","2","TD",314,10,80
"2004","Southern California","2","HALF",46,2,5
"2004","Southern California","3","PUNT",114,3,6
"2004","Southern California","3","PUNT",323,8,30
"2004","Southern California","3","PUNT",161,3,7
"2004","Southern California","4","FG",242,9,45
"2004","Southern California","4","PUNT",70,3,2
"2004","Southern California","4","FUMB",20,3,-10
"2004","Southern California","4","HALF",54,3,12
"2004","Western Michigan","1","TD",7,1,11
"2004","Western Michigan","1","PUNT",230,6,16
"2004","Western Michigan","1","TD",108,6,57
"2004","Western Michigan","2","TD",74,5,64
"2004","Western Michigan","2","TD",189,6,80
"2004","Western Michigan","2","HALF",0,0,0
"2004","Western Michigan","3","INT",151,7,35
"2004","Western Michigan","3","TD",277,9,77
"2004","Western Michigan","3","TD",0,0,0
"2004","Western Michigan","3","TD",100,4,48
"2004","Western Michigan","4","TD",0,0,0
"2004","Western Michigan","4","TD",279,9,80
"2004","Western Michigan","4","HALF",145,4,22
"2004","Duke","1","PUNT",75,3,3
"2004","Duke","1","TD",190,10,72
"2004","Duke","2","FG",150,6,41
"2004","Duke","2","PUNT",81,3,9
"2004","Duke","2","TD",7,1,34
"2004","Duke","2","PUNT",61,3,-7
"2004","Duke","2","TD",109,5,54
"2004","Duke","3","FG",135,5,47
"2004","Duke","3","PUNT",51,3,5
"2004","Duke","3","TD",163,8,54
"2004","Duke","4","INT",148,7,41
"2004","Duke","4","PUNT",117,3,5
"2004","Duke","4","TD",120,4,11
"2004","Duke","4","HALF",44,1,-2
"2004","N.C. State","1","FGA",182,9,23
"2004","N.C. State","1","TD",327,9,36
"2004","N.C. State","2","FG",152,6,10
"2004","N.C. State","2","PUNT",138,3,-19
"2004","N.C. State","2","HALF",74,4,15
"2004","N.C. State","3","PUNT",97,3,-4
"2004","N.C. State","3","PUNT",69,3,-5
"2004","N.C. State","3","FUMB",125,4,-16
"2004","N.C. State","3","PUNT",155,3,3
"2004","N.C. State","3","FG",191,6,51
"2004","N.C. State","4","FG",120,6,55
"2004","N.C. State","4","PUNT",104,3,-10
"2004","N.C. State","4","FGA",164,12,70
"2004","West Virginia","1","PUNT",94,4,2
"2004","West Virginia","1","INT",10,1,0
"2004","West Virginia","1","FG",111,5,42
"2004","West Virginia","2","PUNT",184,6,36
"2004","West Virginia","2","FG",244,12,43
"2004","West Virginia","2","TD",0,0,0
"2004","West Virginia","3","FG",259,10,59
"2004","West Virginia","3","FGA",150,8,36
"2004","West Virginia","3","INT",148,6,15
"2004","West Virginia","3","FG",253,10,33
"2004","West Virginia","4","PUNT",107,3,3
"2004","West Virginia","4","PUNT",187,7,23
"2004","West Virginia","4","PUNT",219,8,30
"2004","West Virginia","4","HALF",18,1,-2
"2004","Wake Forest","1","FGA",175,8,38
"2004","Wake Forest","1","FUMB",348,11,61
"2004","Wake Forest","2","FG",173,8,41
"2004","Wake Forest","2","PUNT",64,3,-19
"2004","Wake Forest","2","HALF",20,1,0
"2004","Wake Forest","3","PUNT",207,6,2
"2004","Wake Forest","3","FUMB",198,7,52
"2004","Wake Forest","3","PUNT",64,3,3
"2004","Wake Forest","4","PUNT",61,3,4
"2004","Wake Forest","4","TD",238,10,78
"2004","Wake Forest","4","HALF",7,1,-2
"2004","Florida A&M","1","TD",163,8,33
"2004","Florida A&M","1","TD",58,2,13
"2004","Florida A&M","1","FG",97,4,-8
"2004","Florida A&M","1","FG",216,11,80
"2004","Florida A&M","2","TD",216,7,53
"2004","Florida A&M","2","TD",5,1,9
"2004","Florida A&M","2","TD",103,4,29
"2004","Florida A&M","2","HALF",148,5,43
"2004","Florida A&M","3","TD",140,7,72
"2004","Florida A&M","3","TD",0,0,0
"2004","Florida A&M","3","DOWNS",163,6,25
"2004","Florida A&M","3","FUMB",94,5,39
"2004","Florida A&M","4","DOWNS",318,12,63
"2004","Florida A&M","4","HALF",126,4,26
"2004","Georgia Tech","1","FUMB",133,5,24
"2004","Georgia Tech","1","DOWNS",274,9,24
"2004","Georgia Tech","2","INT",8,1,0
"2004","Georgia Tech","2","FUMB",9,0,0
"2004","Georgia Tech","2","TD",226,8,65
"2004","Georgia Tech","2","HALF",35,1,-2
"2004","Georgia Tech","3","PUNT",104,3,1
"2004","Georgia Tech","3","PUNT",164,5,24
"2004","Georgia Tech","3","PUNT",78,5,37
"2004","Georgia Tech","3","PUNT",79,3,-10
"2004","Georgia Tech","3","FG",255,11,67
"2004","Georgia Tech","4","TD",16,1,80
"2004","Georgia Tech","4","TD",60,3,83
"2004","Georgia Tech","4","PUNT",29,3,-1
"2004","Georgia Tech","4","TD",0,0,0
"2004","North Carolina","1","FGA",226,8,50
"2004","North Carolina","2","TD",432,14,86
"2004","North Carolina","2","FG",143,6,17
"2004","North Carolina","3","FG",266,8,66
"2004","North Carolina","3","TD",260,7,44
"2004","North Carolina","3","PUNT",78,3,0
"2004","North Carolina","4","PUNT",99,3,1
"2004","North Carolina","4","PUNT",265,9,25
"2004","North Carolina","4","HALF",69,4,9
"2004","Maryland","1","TD",54,3,17
"2004","Maryland","1","PUNT",91,3,7
"2004","Maryland","1","TD",128,6,53
"2004","Maryland","1","TD",19,3,23
"2004","Maryland","2","FG",343,12,74
"2004","Maryland","2","TD",93,6,62
"2004","Maryland","2","FG",19,3,1
"2004","Maryland","3","PUNT",182,4,34
"2004","Maryland","3","PUNT",127,4,22
"2004","Maryland","3","TD",283,9,38
"2004","Maryland","3","TD",0,0,0
"2004","Maryland","4","PUNT",167,3,9
"2004","Maryland","4","HALF",164,5,16
"2004","Virginia","1","PUNT",100,3,-8
"2004","Virginia","1","PUNT",113,5,12
"2004","Virginia","2","PUNT",132,3,9
"2004","Virginia","2","PUNT",172,6,19
"2004","Virginia","2","DOWNS",58,4,-2
"2004","Virginia","3","PUNT",92,4,13
"2004","Virginia","3","FUMB",0,0,0
"2004","Virginia","3","FG",184,8,66
"2004","Virginia","3","TD",7,1,45
"2004","Virginia","4","TD",191,7,80
"2004","Virginia","4","TD",151,6,58
"2004","Virginia","4","HALF",279,8,28
"2004","Miami","1","PUNT",186,5,21
"2004","Miami","1","TD",268,10,80
"2004","Miami","2","PUNT",96,3,3
"2004","Miami","2","FUMB",52,2,-2
"2004","Miami","2","FG",439,13,44
